Index,Biomass species,M,Ash,VM,FC,C,H,O,N,PS,FT,HR,FR,Solid phase,Liquid phase,Gas phase
1,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,550,10.0,100.0,35.0,44.9,20.1
2,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,650,10.0,100.0,31.75,41.25,27.0
3,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,750,10.0,100.0,30.2,40.6,29.2
4,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,850,10.0,100.0,28.6,36.36,35.04
5,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,550,10.0,100.0,32.85,54.38,12.77
6,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,650,10.0,100.0,30.14,55.56,14.3
7,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,750,10.0,100.0,28.4,54.75,16.85
8,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,850,10.0,100.0,26.28,53.22,20.5
12,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,400,10.0,,26.53,33.33,39.73
13,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,500,10.0,,24.84,31.64,42.9
14,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,600,10.0,,24.1,31.02,44.1
15,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,700,10.0,,23.33,29.3,45.8
16,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,400,10.0,,56.69,25.04,14.8
17,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,500,10.0,,47.28,30.66,21.16
18,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,600,10.0,,46.56,30.19,21.89
24,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,400,,3000.0,57.13,25.07,17.69
25,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,500,,3000.0,47.7,30.88,20.85
26,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,600,,3000.0,47.0,30.7,22.06
27,Corn straw,7.27,3.34,74.59,14.8,,,,,,500,2.5,20.0,,,
28,Corn straw,7.27,3.34,74.59,14.8,,,,,,500,5.0,20.0,,,
29,Corn straw,7.27,3.34,74.59,14.8,,,,,,500,10.0,20.0,,,
30,bamboo,10.41,2.1,73.05,14.44,45.06,4.58,37.53,0.28,0.43,400,5.0,,,,
31,bamboo,10.41,2.1,73.05,14.44,45.06,4.58,37.53,0.28,0.43,500,5.0,,,,
32,bamboo,10.41,2.1,73.05,14.44,45.06,4.58,37.53,0.28,0.43,600,5.0,,,,
47,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,350,10.0,100.0,50.07,29.04,20.89
48,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,400,10.0,100.0,45.09,33.07,21.27
49,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,450,10.0,100.0,37.31,38.16,24.22
50,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,500,10.0,100.0,31.46,41.97,26.52
51,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,550,10.0,100.0,31.4,40.2,28.4
52,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,600,10.0,100.0,30.06,39.5,35.64
53,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,650,10.0,100.0,23.36,38.81,37.09
54,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,350,50.0,100.0,47.16,30.83,20.91
55,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,400,50.0,100.0,42.16,35.76,22.12
56,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,450,50.0,100.0,34.48,41.3,23.11
57,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,500,50.0,100.0,28.24,45.19,25.97
58,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,550,50.0,100.0,25.11,44.32,29.45
59,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,600,50.0,100.0,24.87,41.81,32.3
60,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,,650,50.0,100.0,24.21,39.5,34.13
61,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.25,500,50.0,100.0,37.4,26.94,34.17
62,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.38,500,50.0,100.0,39.54,27.94,30.99
63,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,45.49,29.14,25.71
64,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.8,500,50.0,100.0,43.82,36.41,20.44
65,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,1.35,500,50.0,100.0,41.59,37.79,20.49
66,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,50.0,39.53,33.78,26.4
67,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,45.18,27.93,27.17
68,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,150.0,42.7,27.2,29.7
69,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,200.0,41.85,26.72,31.22
75,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,300,10.0,1500.0,49.5,30.7,19.75
76,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,400,10.0,1500.0,30.95,48.3,20.74
77,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,450,10.0,1500.0,29.42,49.01,21.5
78,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,500,10.0,1500.0,27.15,50.03,22.82
79,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,550,10.0,1500.0,26.21,50.57,23.23
80,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,600,10.0,1500.0,25.92,49.7,24.3
81,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,700,10.0,1500.0,25.1,48.24,26.66
82,Peanut shells ,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,300,15.0,50.0,47.76,14.38,36.43
83,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,400,15.0,50.0,41.42,15.83,40.79
84,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,500,15.0,50.0,37.06,17.75,41.17
85,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,600,15.0,50.0,35.43,15.12,46.12
86,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,700,15.0,50.0,33.73,13.03,52.4
87,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,800,15.0,50.0,32.35,10.29,55.6
88,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,900,15.0,50.0,33.78,8.88,53.54
89,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,300,15.0,50.0,52.2,14.48,30.19
90,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,400,15.0,50.0,45.01,18.12,35.96
91,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,500,15.0,50.0,36.51,20.76,41.36
92,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,600,15.0,50.0,35.25,18.84,41.92
93,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,700,15.0,50.0,32.79,12.72,52.07
94,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,800,15.0,50.0,33.89,15.78,47.61
95,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,900,15.0,50.0,30.54,13.28,51.32
96, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,300,15.0,50.0,43.05,20.64,35.92
97, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,400,15.0,50.0,43.46,16.38,37.7
98, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,500,15.0,50.0,29.28,32.69,34.25
99, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,600,15.0,50.0,22.33,28.5,43.71
100, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,700,15.0,50.0,23.73,27.25,46.8
101, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,800,15.0,50.0,21.58,26.55,50.83
102, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,900,15.0,50.0,19.3,21.04,58.29
103,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,300,15.0,50.0,63.51,10.31,23.26
104,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,11.25,400,15.0,50.0,54.42,11.43,31.02
105,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,500,15.0,50.0,54.29,11.38,30.42
106,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,600,15.0,50.0,50.93,10.68,35.92
107,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,700,15.0,50.0,52.24,8.72,36.49
108,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,800,15.0,50.0,48.27,8.28,41.43
109,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,900,15.0,50.0,50.78,6.18,41.18
124,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,400,7.0,,40.37,18.63,13.68
125,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,450,7.0,,36.69,21.03,15.75
126,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,500,7.0,,35.25,22.15,16.23
127,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,7.0,,34.45,22.15,16.55
128,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,600,7.0,,33.33,20.55,18.47
129,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,7.0,,33.75,21.36,15.99
130,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,15.0,,33.32,21.83,16.16
131,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,30.0,,32.91,22.76,16.64
132,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,50.0,,32.66,22.66,17.59
133,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,50.0,50.0,34.21,23.66,14.31
134,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,50.0,100.0,32.43,24.41,14.6
135,Carpinus betulus L.,2.28,9.52,78.83,9.37,41.78,5.36,52.26,0.6,0.75,550,50.0,150.0,31.83,22.48,17.43
136,Switchgrass,8.4,3.9,84.2,11.9,42.0,6.1,47.4,0.4,2.0,400,,,48.37,22.38,7.21
137,Switchgrass,8.4,3.9,84.2,11.9,42.0,6.1,47.4,0.4,2.0,500,,,42.73,27.91,9.94
138,Switchgrass,8.4,3.9,84.2,11.9,42.0,6.1,47.4,0.4,2.0,600,,,25.41,37.61,25.23
139,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,450,,,39.28,33.94,26.53
140,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,475,,,31.57,36.51,31.57
141,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,500,,,27.22,42.15,30.18
142,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,525,,,26.23,47.88,25.14
143,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,550,,,25.73,50.35,23.56
144,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,575,,,25.54,49.07,24.94
145,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,400,40.0,100.0,26.79,21.62,28.08
146,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,450,40.0,100.0,25.78,21.61,29.08
147,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,500,40.0,100.0,25.62,22.61,29.21
148,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,40.0,100.0,23.17,26.62,30.21
149,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,600,40.0,100.0,22.45,29.77,28.47
150,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,10.0,100.0,23.06,30.38,18.46
151,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,20.0,100.0,22.19,29.08,19.17
152,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,30.0,100.0,22.03,32.51,17.58
153,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,40.0,100.0,22.88,29.92,26.47
154,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,50.0,100.0,22.44,29.05,25.17
155,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,30.0,50.0,22.28,32.71,13.85
156,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,30.0,100.0,20.98,35.55,13.84
157,Rhinoceros sawdust,8.78,0.45,78.14,12.63,45.18,6.59,48.23,1.0,,550,30.0,150.0,21.11,30.96,15.96
158,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,,400,,100.0,23.2,42.9,33.9
159,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,,450,,100.0,39.3,34.0,26.7
160,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,,500,,100.0,46.9,30.0,23.1
161,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,,550,,100.0,40.0,34.3,25.7
162,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,400,,100.0,33.17,39.4,27.05
163,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,450,,100.0,28.51,42.41,28.92
164,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,,100.0,24.56,45.0,30.17
165,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,550,,100.0,22.9,41.78,35.15
166,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,600,,100.0,20.52,37.74,41.58
167,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,,50.0,30.87,40.96,28.08
168,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,,80.0,24.13,45.19,30.58
169,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,,100.0,22.88,43.65,33.08
170,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,,120.0,21.83,39.33,38.46
171,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,0.5,500,,100.0,24.33,45.63,30.8
172,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,,100.0,28.66,41.51,30.13
173,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.5,500,,100.0,33.34,39.55,28.08
174,Bagasse,6.0,4.0,72.8,17.2,43.7,5.1,46.5,0.1,,400,,,,,
175,Bagasse,6.0,4.0,72.8,17.2,43.7,5.1,46.5,0.1,,450,,,,,
176,Bagasse,6.0,4.0,72.8,17.2,43.7,5.1,46.5,0.1,,500,,,,,
177,Oat shell,14.8,2.4,56.4,26.4,40.6,6.1,49.9,1.1,,400,,,,,
178,Oat shell,14.8,2.4,56.4,26.4,40.6,6.1,49.9,1.1,,450,,,,,
179,Oat shell,14.8,2.4,56.4,26.4,40.6,6.1,49.9,1.1,,500,,,,,
180,Dried banana leaves,7.8,6.2,78.2,15.6,43.5,6.2,42.3,0.86,,500,10.0,,23.3,27.0,49.6
181,Sugarcane straw,10.4,16.4,74.0,13.0,43.2,6.7,33.2,0.3,,500,10.0,,48.2,35.5,20.4
182,wheat straw,4.56,4.89,79.92,15.18,44.93,5.71,48.73,0.63,,500,20.0,,60.6,21.7,17.1
183,grass,4.61,5.73,83.23,11.04,46.21,5.8,47.59,0.4,,500,20.0,,51.5,24.7,7.9
184,Miscanthus sinensis,4.55,4.46,75.62,19.92,46.95,5.85,46.28,0.92,,500,20.0,,60.27,19.17,11.1
185,Willow,5.71,2.96,81.19,15.85,48.48,5.74,43.91,1.87,,500,20.0,,51.4,19.28,19.89
186,Beech,4.24,0.96,85.89,13.15,53.04,5.42,41.63,0.0,,500,20.0,,67.8,12.6,13.3
187,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,400,30.0,50.0,30.25,37.85,31.35
188,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,450,30.0,50.0,26.38,38.67,35.5
189,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,500,30.0,50.0,24.72,39.64,35.22
190,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,550,30.0,50.0,26.24,37.85,36.05
191,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,600,30.0,50.0,24.72,39.23,36.46
192,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,0.8,500,30.0,50.0,31.93,35.89,32.34
193,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,500,30.0,50.0,26.71,40.51,32.99
194,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,4.0,500,30.0,50.0,25.31,40.74,33.23
195,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,300,30.0,50.0,45.53,33.41,21.16
196,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,350,30.0,50.0,38.13,38.13,22.67
197,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,400,30.0,50.0,31.99,44.66,23.21
198,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,450,30.0,50.0,29.88,45.34,24.31
199,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,500,30.0,50.0,26.94,45.47,26.66
200,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,550,30.0,50.0,26.93,46.15,26.51
201,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,600,30.0,50.0,26.77,46.55,26.49
202,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,650,30.0,50.0,25.78,45.28,28.99
203,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,0.8,480,30.0,50.0,31.29,33.48,31.97
204,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,480,30.0,50.0,32.44,39.56,28.33
205,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,4.0,480,30.0,50.0,27.56,45.65,26.88
206,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,7.0,480,30.0,50.0,28.57,46.25,25.15
207,Palm shell,4.7,8.6,73.5,13.2,52.05,5.37,42.1,0.49,2.0,500,10.0,,35.26,47.43,17.31
208,EFB,6.9,2.91,79.4,10.8,43.06,5.98,50.42,0.55,2.0,500,10.0,,29.05,45.75,25.2
209,Mesocarp fiber,8.6,5.8,78.0,8.6,45.03,6.15,47.89,0.94,2.0,500,10.0,,29.8,43.87,26.33
210,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,400,5.0,0.0,23.1,46.86,30.05
211,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,500,5.0,0.0,20.81,49.05,30.14
212,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,550,5.0,0.0,20.29,49.19,30.52
213,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,600,5.0,0.0,20.19,47.43,32.38
214,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,700,5.0,0.0,20.0,39.86,40.14
215,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,400,40.0,0.0,18.96,46.04,35.0
216,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,500,40.0,0.0,18.63,45.85,35.52
217,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,550,40.0,0.0,18.49,45.57,35.94
218,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,600,40.0,0.0,18.11,45.33,36.56
219,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,700,40.0,0.0,17.92,42.17,39.91
220,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,400,80.0,0.0,16.58,47.04,36.38
221,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,500,80.0,0.0,16.8,46.96,36.24
222,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,550,80.0,0.0,16.81,46.26,36.93
223,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,600,80.0,0.0,16.29,46.3,37.41
224,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,700,80.0,0.0,16.2,43.54,40.26
225,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,0.6,500,5.0,0.0,19.99,50.62,29.4
226,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,0.0,20.24,48.99,30.77
227,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.6,500,5.0,0.0,23.26,45.29,31.45
228,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,2.0,500,5.0,0.0,24.94,43.4,31.66
229,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,50.0,20.79,52.61,26.6
230,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,100.0,20.21,54.97,24.82
231,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,200.0,19.79,55.44,24.77
232,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,400.0,19.79,53.97,26.24
233,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,400,25.0,100.0,20.66,47.5,31.79
234,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,100.0,17.53,45.32,37.15
235,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,600,25.0,100.0,14.94,39.8,43.26
236,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,700,25.0,100.0,11.82,39.15,49.04
237,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.3,500,25.0,100.0,18.17,45.1,36.75
238,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.5,500,25.0,100.0,24.07,42.05,33.88
239,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.7,500,25.0,100.0,24.65,42.29,33.08
240,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.9,500,25.0,100.0,25.83,45.26,28.92
241,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,100.0,19.94,44.04,36.01
242,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,200.0,17.81,39.95,42.26
243,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,300.0,18.78,37.99,43.23
244,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,400.0,22.18,29.97,47.83
245,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,350,10.0,0.0,41.77,17.51,26.72
246,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,400,10.0,0.0,39.22,19.51,27.67
247,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,450,10.0,0.0,34.8,20.23,31.19
248,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,500,10.0,0.0,33.54,21.76,33.07
249,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,550,10.0,0.0,32.04,23.06,33.2
250,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,600,10.0,0.0,28.67,17.94,39.75
251,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,350,50.0,0.0,37.81,21.48,26.45
252,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,400,50.0,0.0,34.08,23.23,28.08
253,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,450,50.0,0.0,32.93,24.04,28.38
254,Grape pomace,6.2,4.7,68.42,20.68,45.69,6.25,45.49,1.67,0.5,500,50.0,0.0,32.81,24.64,28.88
